,symbol,expiration,strike,opt_type,volm_bs,volatility,delta,price,daysToExpiration
31,.MSTR241115P38,2024-11-15,38.0,put,0.0,14.201561809312116,-0.0011788968604239392,0.03,1
32,.MSTR241115C39,2024-11-15,39.0,call,0.0,8.709717090970202,0.9999964051414512,291.5,1
33,.MSTR241115P39,2024-11-15,39.0,put,0.0,14.028710027419146,-0.0011967692509582406,0.08,1
34,.MSTR241115C40,2024-11-15,40.0,call,0.0,8.655247871375215,0.9999959524537531,324.9,1
35,.MSTR241115P40,2024-11-15,40.0,put,0.0,13.860583689550774,-0.0012146066837495084,0.01,1
36,.MSTR241115C41,2024-11-15,41.0,call,0.0,8.600281787823192,0.9999954704520717,190.0,1
37,.MSTR241115P41,2024-11-15,41.0,put,0.0,13.696936836177867,-0.001232415622800298,0.11,1
38,.MSTR241115C42,2024-11-15,42.0,call,0.0,8.544983863575045,0.9999949587023881,322.85,1
39,.MSTR241115P42,2024-11-15,42.0,put,0.0,13.53754197729376,-0.0012502021802878183,0.14,1
40,.MSTR241115C43,2024-11-15,43.0,call,0.0,8.48948915819758,0.9999944167656403,315.48,1
41,.MSTR241115P43,2024-11-15,43.0,put,0.0,13.382188299595763,-0.0012679721487764972,0.0,1
42,.MSTR241115C44,2024-11-15,44.0,call,0.0,8.433908634717618,0.9999938441980472,314.53,1
43,.MSTR241115P44,2024-11-15,44.0,put,0.0,13.230680085183668,-0.0012857310299352331,0.03,1
44,.MSTR241115C45,2024-11-15,45.0,call,0.0,8.378333728070494,0.9999932405513399,274.5,1
45,.MSTR241115P45,2024-11-15,45.0,put,0.0,13.082835312601578,-0.0013034840602139663,0.01,1
46,.MSTR241115C46,2024-11-15,46.0,call,0.0,8.322839938764373,0.9999926053729121,0.0,1
47,.MSTR241115P46,2024-11-15,46.0,put,0.0,12.938484415629325,-0.0013212362338641537,0.05,1
48,.MSTR241115C47,2024-11-15,47.0,call,0.0,8.267489683400129,0.9999919382059332,217.3,1
49,.MSTR241115P47,2024-11-15,47.0,put,0.0,12.79746917900453,-0.0013389923236312162,0.07,1
50,.MSTR241115C48,2024-11-15,48.0,call,0.0,8.21233457664359,0.9999912385894023,191.45,1
51,.MSTR241115P48,2024-11-15,48.0,put,0.0,12.65964175339135,-0.0013567568994043988,0.08,1
52,.MSTR241115C49,2024-11-15,49.0,call,0.0,8.157417270244292,0.9999905060581775,298.15,1
53,.MSTR241115P49,2024-11-15,49.0,put,0.0,12.524863774510113,-0.0013745343450646264,1.16,1
54,.MSTR241115C50,2024-11-15,50.0,call,0.0,8.102772945712708,0.9999897401429823,311.45,1
55,.MSTR241115P50,2024-11-15,50.0,put,0.0,12.393005573520446,-0.0013923288737400785,0.01,1
56,.MSTR241115C51,2024-11-15,51.0,call,0.0,8.048430535129132,0.9999889403703569,310.4,1
57,.MSTR241115P51,2024-11-15,51.0,put,0.0,12.26394546757552,-0.0014101445416550007,0.07,1
58,.MSTR241115C52,2024-11-15,52.0,call,0.0,7.9944137214576445,0.9999881062626519,217.85,1
59,.MSTR241115P52,2024-11-15,52.0,put,0.0,12.137569121000327,-0.00142798526072474,0.45,1
60,.MSTR241115C53,2024-11-15,53.0,call,0.0,7.940741767622765,0.9999872373379415,0.0,1
61,.MSTR241115P53,2024-11-15,53.0,put,0.0,12.013768968843086,-0.0014458548100380053,0.08,1
62,.MSTR241115C54,2024-11-15,54.0,call,0.0,7.887430202566313,0.9999863331099755,117.95,1
63,.MSTR241115P54,2024-11-15,54.0,put,0.0,11.892443695655404,-0.0014637568463471418,0.7,1
64,.MSTR241115C55,2024-11-15,55.0,call,0.0,7.834491394473384,0.9999853930880926,287.35,1
65,.MSTR241115P55,2024-11-15,55.0,put,0.0,11.773497763282588,-0.0014816949136672308,0.02,1
66,.MSTR241115C56,2024-11-15,56.0,call,0.0,7.781935030375277,0.9999844167771318,0.0,1
67,.MSTR241115P56,2024-11-15,56.0,put,0.0,11.65684098225673,-0.0014996724520842664,0.59,1
68,.MSTR241115C57,2024-11-15,57.0,call,0.0,7.729768519096785,0.9999834036773434,290.15,1
69,.MSTR241115P57,2024-11-15,57.0,put,0.0,11.542388122055648,-0.0015176928058446837,0.05,1
70,.MSTR241115C58,2024-11-15,58.0,call,0.0,7.677997331405019,0.9999823532842858,150.0,1
71,.MSTR241115P58,2024-11-15,58.0,put,0.0,11.430058556092158,-0.0015357592308076207,0.05,1
72,.MSTR241115C59,2024-11-15,59.0,call,0.0,7.626625287632036,0.9999812650887246,0.0,1
73,.MSTR241115P59,2024-11-15,59.0,put,0.0,11.319775937786856,-0.001553874901315977,1.42,1
74,.MSTR241115C60,2024-11-15,60.0,call,0.0,7.575654802090418,0.9999801385765186,67.28,1
75,.MSTR241115P60,2024-11-15,60.0,put,0.0,11.211467904531032,-0.0015720429165467786,0.01,1
76,.MSTR241115C61,2024-11-15,61.0,call,0.0,7.525087090966975,0.9999789732285054,147.9,1
77,.MSTR241115P61,2024-11-15,61.0,put,0.0,11.105065806708867,-0.0015902663063909195,0.01,1
78,.MSTR241115C62,2024-11-15,62.0,call,0.0,7.474922349705965,0.9999777685203868,78.9,1
79,.MSTR241115P62,2024-11-15,62.0,put,0.0,11.000504459285688,-0.001608548036905133,0.2,1
80,.MSTR241115C63,2024-11-15,63.0,call,0.0,7.425159904850052,0.9999765239226059,0.0,1
81,.MSTR241115P63,2024-11-15,63.0,put,0.0,10.89772191374899,-0.0016268910153776073,0.2,1
82,.MSTR241115C64,2024-11-15,64.0,call,0.0,7.375798344032154,0.9999752389002288,0.0,1
83,.MSTR241115P64,2024-11-15,64.0,put,0.0,10.796659248438083,-0.0016452980950412144,0.04,1
84,.MSTR241115C65,2024-11-15,65.0,call,0.0,7.326835627973358,0.9999739129128065,82.84,1
85,.MSTR241115P65,2024-11-15,65.0,put,0.0,10.69726037551918,-0.001663772079470771,0.03,1
86,.MSTR241115C66,2024-11-15,66.0,call,0.0,7.278269186532253,0.9999725454142501,275.05,1
87,.MSTR241115P66,2024-11-15,66.0,put,0.0,10.59947186304382,-0.0016823157266856459,0.02,1
88,.MSTR241115C67,2024-11-15,67.0,call,0.0,7.23009600139717,0.9999711358527086,0.0,1
89,.MSTR241115P67,2024-11-15,67.0,put,0.0,10.50324277070703,-0.0017009317529905754,0.18,1
90,.MSTR241115C68,2024-11-15,68.0,call,0.0,7.182312677921209,0.9999696836704157,294.74,1
91,.MSTR241115P68,2024-11-15,68.0,put,0.0,10.408524498059087,-0.0017196228365741195,0.01,1
92,.MSTR241115C69,2024-11-15,69.0,call,0.0,7.1349155066785475,0.9999681883035665,268.9,1
93,.MSTR241115P69,2024-11-15,69.0,put,0.0,10.315270644057337,-0.0017383916208852934,0.11,1
94,.MSTR241115C70,2024-11-15,70.0,call,0.0,7.087900517005576,0.9999666491821697,292.69,1
95,.MSTR241115P70,2024-11-15,70.0,put,0.0,10.223436876961607,-0.0017572407178114702,0.01,1
96,.MSTR241115C71,2024-11-15,71.0,call,0.0,7.04126352315417,0.9999650657299141,0.0,1
97,.MSTR241115P71,2024-11-15,71.0,put,0.0,10.132980813672514,-0.0017761727106695435,0.18,1
98,.MSTR241115C72,2024-11-15,72.0,call,0.0,6.995000164533402,0.9999634373640098,177.0,1
99,.MSTR241115P72,2024-11-15,72.0,put,0.0,10.043861907703082,-0.0017951901570280038,0.04,1
100,.MSTR241115C73,2024-11-15,73.0,call,0.0,6.949105940260731,0.9999617634950531,138.5,1
101,.MSTR241115P73,2024-11-15,73.0,put,0.0,9.95604134505888,-0.001814295591376247,0.01,1
102,.MSTR241115C74,2024-11-15,74.0,call,0.0,6.9035762393163695,0.9999600435268714,0.0,1
103,.MSTR241115P74,2024-11-15,74.0,put,0.0,9.869481947363573,-0.0018334915276502217,0.01,1
104,.MSTR241115C75,2024-11-15,75.0,call,0.0,6.858406366629297,0.9999582768563708,293.23,1
105,.MSTR241115P75,2024-11-15,75.0,put,0.0,9.784148081637515,-0.0018527804616295107,0.01,1
106,.MSTR241115C76,2024-11-15,76.0,call,0.0,6.81359156567007,0.9999564628733801,292.27,1
107,.MSTR241115P76,2024-11-15,76.0,put,0.0,9.700005576187628,-0.001872164873213289,0.21,1
108,.MSTR241115C77,2024-11-15,77.0,call,0.0,6.769127038038974,0.9999546009604916,139.85,1
109,.MSTR241115P77,2024-11-15,77.0,put,0.0,9.617021642121964,-0.0018916472285874786,0.19,1
110,.MSTR241115C78,2024-11-15,78.0,call,0.0,6.72500796028745,0.9999526904929119,138.9,1
111,.MSTR241115P78,2024-11-15,78.0,put,0.0,9.535164800043436,-0.0019112299822918732,0.01,1
112,.MSTR241115C79,2024-11-15,79.0,call,0.0,6.681229498807946,0.9999507308382738,136.85,1
113,.MSTR241115P79,2024-11-15,79.0,put,0.0,9.454404811518327,-0.0019309155791931154,0.01,1
114,.MSTR241115C80,2024-11-15,80.0,call,0.0,6.637786822250662,0.999948721356492,285.56,1
115,.MSTR241115P80,2024-11-15,80.0,put,0.0,9.37471261495413,-0.001950706456374185,0.01,1
116,.MSTR241115C81,2024-11-15,81.0,call,0.0,6.594675112488937,0.999946661399586,135.95,1
117,.MSTR241115P81,2024-11-15,81.0,put,0.0,9.296060265549531,-0.001970605044945062,0.01,1
118,.MSTR241115C82,2024-11-15,82.0,call,0.0,6.551889574039787,0.9999445503115012,0.0,1
119,.MSTR241115P82,2024-11-15,82.0,put,0.0,9.218420879011802,-0.0019906137717822237,0.01,1
120,.MSTR241115C83,2024-11-15,83.0,call,0.0,6.509425441998036,0.9999423874279432,281.27,1
121,.MSTR241115P83,2024-11-15,83.0,put,0.0,9.141768578761718,-0.0020107350612013075,0.01,1
122,.MSTR241115C84,2024-11-15,84.0,call,0.0,6.46727798896935,0.99994017207619,280.33,1
123,.MSTR241115P84,2024-11-15,84.0,put,0.0,9.066078446371689,-0.0020309713365717075,0.02,1
124,.MSTR241115C85,2024-11-15,85.0,call,0.0,6.4254425309056,0.9999379035749083,0.0,1
125,.MSTR241115P85,2024-11-15,85.0,put,0.0,8.99132647500037,-0.002051325021872441,0.01,1
126,.MSTR241115C86,2024-11-15,86.0,call,0.0,6.3839144319927685,0.999935581233973,145.0,1
127,.MSTR241115P86,2024-11-15,86.0,put,0.0,8.91748952561334,-0.0020717985432020525,0.3,1
128,.MSTR241115C87,2024-11-15,87.0,call,0.0,6.342689108794769,0.9999332043542782,49.55,1
129,.MSTR241115P87,2024-11-15,87.0,put,0.0,8.844545285787865,-0.00209239433023678,0.01,1
130,.MSTR241115C88,2024-11-15,88.0,call,0.0,6.301762033813481,0.9999307722275297,129.1,1
131,.MSTR241115P88,2024-11-15,88.0,put,0.0,8.772472230926367,-0.00211311481765164,0.01,1
132,.MSTR241115C89,2024-11-15,89.0,call,0.0,6.261128738231409,0.9999282841360622,54.95,1
133,.MSTR241115P89,2024-11-15,89.0,put,0.0,8.701249587707645,-0.0021339624464992157,0.01,1
134,.MSTR241115C90,2024-11-15,90.0,call,0.0,6.2207848143024975,0.9999257393526286,243.1,1
135,.MSTR241115P90,2024-11-15,90.0,put,0.0,8.630857299625571,-0.0021549396655554665,0.01,1
136,.MSTR241115C91,2024-11-15,91.0,call,0.0,6.180725917224335,0.9999231371401918,145.65,1
137,.MSTR241115P91,2024-11-15,91.0,put,0.0,8.561275994474029,-0.0021760489326343446,0.01,1
138,.MSTR241115C92,2024-11-15,92.0,call,0.0,6.140947766530504,0.9999204767517244,140.49,1
139,.MSTR241115P92,2024-11-15,92.0,put,0.0,8.492486953645637,-0.002197292715870436,0.01,1
140,.MSTR241115C93,2024-11-15,93.0,call,0.0,6.1014461472734265,0.99991775742998,106.5,1
141,.MSTR241115P93,2024-11-15,93.0,put,0.0,8.424472083128425,-0.0022186734949812825,0.01,1
142,.MSTR241115C94,2024-11-15,94.0,call,0.0,6.062216910735604,0.9999149784072872,226.0,1
143,.MSTR241115P94,2024-11-15,94.0,put,0.0,8.357213886085137,-0.0022401937625011747,0.01,1
144,.MSTR241115C95,2024-11-15,95.0,call,0.0,6.02325597500354,0.9999121389053156,139.85,1
145,.MSTR241115P95,2024-11-15,95.0,put,0.0,8.290695436915561,-0.0022618560249975106,0.01,1
146,.MSTR241115C96,2024-11-15,96.0,call,0.0,5.984559325276074,0.9999092381348405,279.74,1
147,.MSTR241115P96,2024-11-15,96.0,put,0.0,8.224900356706648,-0.002283662804269837,0.01,1
148,.MSTR241115C97,2024-11-15,97.0,call,0.0,5.946123013827132,0.9999062752955303,102.8,1
149,.MSTR241115P97,2024-11-15,97.0,put,0.0,8.159812789980725,-0.002305616638530128,0.02,1
150,.MSTR241115C98,2024-11-15,98.0,call,0.0,5.907943160027356,0.9999032495756826,100.3,1
151,.MSTR241115P98,2024-11-15,98.0,put,0.0,8.095417382662868,-0.0023277200835728484,0.02,1
152,.MSTR241115C99,2024-11-15,99.0,call,0.0,5.87001595001268,0.9999001601519927,162.82,1
153,.MSTR241115P99,2024-11-15,99.0,put,0.0,8.031699261188692,-0.00234997571392892,0.02,1
154,.MSTR241115C100,2024-11-15,100.0,call,-1.0,5.8323376362879396,0.9998970061893049,234.15,1
155,.MSTR241115P100,2024-11-15,100.0,put,13.0,7.968644012687179,-0.002372386124017023,0.02,1
156,.MSTR241115C101,2024-11-15,101.0,call,0.0,5.794904537287478,0.999893786840339,264.08,1
157,.MSTR241115P101,2024-11-15,101.0,put,0.0,7.906237666167123,-0.002394953929279575,0.02,1
158,.MSTR241115C102,2024-11-15,102.0,call,0.0,5.757713036686545,0.9998905012454469,264.4,1
159,.MSTR241115P102,2024-11-15,102.0,put,0.0,7.844466674651904,-0.002417681767317381,0.02,1
160,.MSTR241115C103,2024-11-15,103.0,call,0.0,5.720759582726696,0.9998871485323395,262.03,1
161,.MSTR241115P103,2024-11-15,103.0,put,0.0,7.783317898203785,-0.0024405722990203937,0.02,1
162,.MSTR241115C104,2024-11-15,104.0,call,0.0,5.684040687487376,0.9998837278158026,122.6,1
163,.MSTR241115P104,2024-11-15,104.0,put,0.0,7.722778587784345,-0.002463628209692259,0.04,1
164,.MSTR241115C105,2024-11-15,105.0,call,0.0,5.647552926013015,0.9998802381974274,152.28,1
165,.MSTR241115P105,2024-11-15,105.0,put,0.0,7.6628363699046185,-0.002486852210177748,0.01,1
166,.MSTR241115C106,2024-11-15,106.0,call,0.0,5.611292935481135,0.9998766787653102,259.09,1
167,.MSTR241115P106,2024-11-15,106.0,put,0.0,7.603479232017005,-0.0025102470379889663,0.01,1
168,.MSTR241115C107,2024-11-15,107.0,call,0.0,5.5752574142219204,0.9998730485937737,140.85,1
169,.MSTR241115P107,2024-11-15,107.0,put,0.0,7.544695508606999,-0.0025338154584328976,0.01,1
170,.MSTR241115C108,2024-11-15,108.0,call,0.0,5.539443120826274,0.9998693467430488,257.04,1
171,.MSTR241115P108,2024-11-15,108.0,put,0.0,7.486473867945848,-0.0025575602657446073,0.01,1
172,.MSTR241115C109,2024-11-15,109.0,call,0.0,5.503846873123972,0.9998655722589758,151.6,1
173,.MSTR241115P109,2024-11-15,109.0,put,0.0,7.428803299465755,-0.0025814842842244445,0.01,1
174,.MSTR241115C110,2024-11-15,110.0,call,0.0,5.468465547215225,0.9998617241726773,246.44,1
175,.MSTR241115P110,2024-11-15,110.0,put,0.0,7.371673101722741,-0.0026055903693794624,0.02,1
176,.MSTR241115C111,2024-11-15,111.0,call,0.0,5.433296076396444,0.9998578015002517,245.47,1
177,.MSTR241115P111,2024-11-15,111.0,put,0.0,7.315072870916618,-0.0026298814090770506,0.02,1
178,.MSTR241115C112,2024-11-15,112.0,call,0.0,5.398335450212228,0.9998538032424128,244.46,1
179,.MSTR241115P112,2024-11-15,112.0,put,0.0,7.258992489934632,-0.002654360324703453,0.02,1
180,.MSTR241115C113,2024-11-15,113.0,call,0.0,5.363580713348188,0.9998497283841725,243.57,1
181,.MSTR241115P113,2024-11-15,113.0,put,0.0,7.203422117892862,-0.0026790300723346094,0.02,1
182,.MSTR241115C114,2024-11-15,114.0,call,0.0,5.329028964599036,0.9998455758944884,242.6,1
183,.MSTR241115P114,2024-11-15,114.0,put,0.0,7.148352180147075,-0.0027038936439185424,0.02,1
184,.MSTR241115C115,2024-11-15,115.0,call,0.0,5.294677355886843,0.9998413447258842,134.95,1
185,.MSTR241115P115,2024-11-15,115.0,put,0.0,7.093773358748444,-0.0027289540684698466,0.02,1
186,.MSTR241115C116,2024-11-15,116.0,call,0.0,5.260523091154659,0.9998370338141054,243.01,1
187,.MSTR241115P116,2024-11-15,116.0,put,0.0,7.0396765833209916,-0.002754214413280387,0.01,1
188,.MSTR241115C117,2024-11-15,117.0,call,0.0,5.226563425365118,0.9998326420777315,241.96,1
189,.MSTR241115P117,2024-11-15,117.0,put,0.0,6.986053022337612,-0.0027796777851423204,0.01,1
190,.MSTR241115C118,2024-11-15,118.0,call,0.0,5.192795663480436,0.9998281684177845,222.4,1
191,.MSTR241115P118,2024-11-15,118.0,put,0.0,6.932894074775165,-0.0028053473315915456,0.02,1
192,.MSTR241115C119,2024-11-15,119.0,call,0.0,5.159217159401214,0.9998236117173509,95.7,1
193,.MSTR241115P119,2024-11-15,119.0,put,-6.0,6.880191362128123,-0.0028312262421662515,0.02,1
194,.MSTR241115C120,2024-11-15,120.0,call,0.0,5.125825315022518,0.999818970841146,214.38,1
195,.MSTR241115P120,2024-11-15,120.0,put,0.0,6.827936720762895,-0.00285731774968645,0.02,1
196,.MSTR241115C121,2024-11-15,121.0,call,0.0,5.092617579202369,0.9998142446351108,107.45,1
197,.MSTR241115P121,2024-11-15,121.0,put,0.0,6.776122194595639,-0.002883625131554046,0.02,1
198,.MSTR241115C122,2024-11-15,122.0,call,0.0,5.05959144675537,0.9998094319259925,119.91,1
199,.MSTR241115P122,2024-11-15,122.0,put,0.0,6.724740028076575,-0.002910151711073783,0.03,1
200,.MSTR241115C123,2024-11-15,123.0,call,0.0,5.026744457547906,0.9998045315208737,230.85,1
201,.MSTR241115P123,2024-11-15,123.0,put,0.0,6.67378265946698,-0.002936900858799163,0.02,1
202,.MSTR241115C124,2024-11-15,124.0,call,0.0,4.994074195465755,0.9997995422067547,105.48,1
203,.MSTR241115P124,2024-11-15,124.0,put,0.0,6.62324271439208,-0.0029638759939000225,0.02,1
204,.MSTR241115C125,2024-11-15,125.0,call,0.0,4.961578287522012,0.9997944627500657,208.0,1
205,.MSTR241115P125,2024-11-15,125.0,put,-4.0,6.573112999659324,-0.002991080585560857,0.01,1
206,.MSTR241115C126,2024-11-15,126.0,call,0.0,4.929254402931824,0.9997892918961884,195.0,1
207,.MSTR241115P126,2024-11-15,126.0,put,0.0,6.523386497325832,-0.0030185181544009065,0.03,1
208,.MSTR241115C127,2024-11-15,127.0,call,0.0,4.897100252170767,0.9997840283689815,97.35,1
209,.MSTR241115P127,2024-11-15,127.0,put,0.0,6.474056359005868,-0.0030461922739271063,0.03,1
210,.MSTR241115C128,2024-11-15,128.0,call,5.0,4.86511358612524,0.9997786708702531,200.0,1
211,.MSTR241115P128,2024-11-15,128.0,put,0.0,6.425115900404528,-0.0030741065720143457,0.75,1
212,.MSTR241115C129,2024-11-15,129.0,call,0.0,4.833292195162841,0.9997732180792708,207.0,1
213,.MSTR241115P129,2024-11-15,129.0,put,0.0,6.3765585960689455,-0.0031022647324198127,0.02,1
214,.MSTR241115C130,2024-11-15,130.0,call,0.0,4.801633908317637,0.9997676686522046,229.85,1
215,.MSTR241115P130,2024-11-15,130.0,put,69.0,6.328378074344358,-0.0031306704963269816,0.02,1
216,.MSTR241115C131,2024-11-15,131.0,call,0.0,4.7701365924312285,0.9997620212215867,228.9,1
217,.MSTR241115P131,2024-11-15,131.0,put,70.0,6.280568112528468,-0.0031593276639281243,0.03,1
218,.MSTR241115C132,2024-11-15,132.0,call,0.0,4.738798151316856,0.999756274395755,200.0,1
219,.MSTR241115P132,2024-11-15,132.0,put,0.0,6.233122632211535,-0.003188240096039241,0.02,1
220,.MSTR241115C133,2024-11-15,133.0,call,0.0,4.707616524971076,0.9997504267582591,221.75,1
221,.MSTR241115P133,2024-11-15,133.0,put,0.0,6.186035694796598,-0.0032174117157548476,0.02,1
222,.MSTR241115C134,2024-11-15,134.0,call,0.0,4.676589688741724,0.9997444768672905,202.0,1
223,.MSTR241115P134,2024-11-15,134.0,put,0.0,6.139301497189346,-0.003246846510141177,0.02,1
224,.MSTR241115C135,2024-11-15,135.0,call,-3.0,4.645715652596561,0.9997384232550406,206.95,1
225,.MSTR241115P135,2024-11-15,135.0,put,0.0,6.0929143676512405,-0.0032765485319693477,0.04,1
226,.MSTR241115C136,2024-11-15,136.0,call,0.0,4.614992460333236,0.9997322644270894,123.5,1
227,.MSTR241115P136,2024-11-15,136.0,put,0.0,6.046868761808387,-0.003306521901494275,0.02,1
228,.MSTR241115C137,2024-11-15,137.0,call,0.0,4.584418188843925,0.9997259988617517,200.5,1
229,.MSTR241115P137,2024-11-15,137.0,put,0.0,6.001159258808204,-0.003336770808273659,0.02,1
230,.MSTR241115C138,2024-11-15,138.0,call,0.0,4.553990947398159,0.999719625009402,108.65,1
231,.MSTR241115P138,2024-11-15,138.0,put,0.0,5.955780557618626,-0.0033672995130366035,0.01,1
232,.MSTR241115C139,2024-11-15,139.0,call,0.0,4.523708876903107,0.999713141291807,215.95,1
233,.MSTR241115P139,2024-11-15,139.0,put,0.0,5.91072747346285,-0.0033981123495994137,0.1,1
234,.MSTR241115C140,2024-11-15,140.0,call,0.0,4.493570149233211,0.9997065461013999,228.9,1
235,.MSTR241115P140,2024-11-15,140.0,put,129.0,5.865994934383197,-0.003429213726829694,0.03,1
236,.MSTR241115C141,2024-11-15,141.0,call,0.0,4.463572966540506,0.9996998378005588,105.45,1
237,.MSTR241115P141,2024-11-15,141.0,put,-170.0,5.821577977930044,-0.003460608130665621,0.04,1
238,.MSTR241115C142,2024-11-15,142.0,call,0.0,4.4337155605901675,0.9996930147208556,112.5,1
239,.MSTR241115P142,2024-11-15,142.0,put,0.0,5.7774717479682245,-0.0034923001261857323,0.03,1
240,.MSTR241115C143,2024-11-15,143.0,call,0.0,4.403996192104813,0.9996860751622878,183.9,1
241,.MSTR241115P143,2024-11-15,143.0,put,0.0,5.733671491598064,-0.0035242943597387777,0.03,1
242,.MSTR241115C144,2024-11-15,144.0,call,0.0,4.374413150127747,0.9996790173924829,182.9,1
243,.MSTR241115P144,2024-11-15,144.0,put,0.0,5.690172556184523,-0.0035565955611289723,0.07,1
244,.MSTR241115C145,2024-11-15,145.0,call,5.0,4.344964751412462,0.9996718396458706,184.09,1
245,.MSTR241115P145,2024-11-15,145.0,put,-15.0,5.6469703864903025,-0.0035892085458627543,0.02,1
246,.MSTR241115C146,2024-11-15,146.0,call,0.0,4.315649339810681,0.9996645401228399,197.1,1
247,.MSTR241115P146,2024-11-15,146.0,put,0.0,5.604060521909522,-0.003622138217460713,0.05,1
248,.MSTR241115C147,2024-11-15,147.0,call,0.0,4.286465285664611,0.9996571169888819,212.22,1
249,.MSTR241115P147,2024-11-15,147.0,put,1.0,5.561438593795824,-0.0036553895698316907,0.04,1
250,.MSTR241115C148,2024-11-15,148.0,call,0.0,4.257410985242515,0.9996495683736775,185.55,1
251,.MSTR241115P148,2024-11-15,148.0,put,0.0,5.519100322883216,-0.003688967689719602,0.04,1
252,.MSTR241115C149,2024-11-15,149.0,call,0.0,4.228484860168282,0.9996418923701756,207.0,1
253,.MSTR241115P149,2024-11-15,149.0,put,0.0,5.47704151679344,-0.003722877759215537,0.05,1
254,.MSTR241115C150,2024-11-15,150.0,call,1.0,4.199685356869408,0.9996340870336359,182.7,1
255,.MSTR241115P150,2024-11-15,150.0,put,-19.0,5.435258067628642,-0.003757125058348132,0.03,1
256,.MSTR241115C152,2024-11-15,152.0,call,0.0,4.142422578033843,0.9996181195990295,174.65,1
257,.MSTR241115P152,2024-11-15,152.0,put,0.0,5.352496652338502,-0.0038266300902652928,0.06,1
258,.MSTR241115C154,2024-11-15,154.0,call,0.0,4.085578930228462,0.9996016906844805,170.45,1
259,.MSTR241115P154,2024-11-15,154.0,put,0.0,5.2707805502229395,-0.003897502844389944,0.04,1
260,.MSTR241115C155,2024-11-15,155.0,call,3.0,4.057322038071707,0.9995932887549379,186.95,1
261,.MSTR241115P155,2024-11-15,155.0,put,-1.0,5.230306305996073,-0.00393347163424318,0.02,1
262,.MSTR241115C156,2024-11-15,156.0,call,0.0,4.029185588467637,0.999584745881179,204.06,1
